,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
1900,Monthly,2019,hamilton,snap hamilton,snap hamilton,,snapd inc.
1901,Monthly,2015,ingersoll,snap ingersoll,snap ingersoll,10000.0,snapd inc.
1902,Monthly,2016,ingersoll,snap ingersoll,snap ingersoll,,snapd inc.
1903,Monthly,2017,ingersoll,snap ingersoll,snap ingersoll,,snapd inc.
1904,Monthly,2018,ingersoll,snap ingersoll,snap ingersoll,,snapd inc.
1905,Monthly,2019,ingersoll,snap ingersoll,snap ingersoll,,snapd inc.
1906,Monthly,2015,kingston,snap kingston,snap kingston,10000.0,snapd inc.
1907,Monthly,2016,kingston,snap kingston,snap kingston,,snapd inc.
1908,Monthly,2017,kingston,snap kingston,snap kingston,,snapd inc.
1909,Monthly,2018,kingston,snap kingston,snap kingston,,snapd inc.
1910,Monthly,2019,kingston,snap kingston,snap kingston,,snapd inc.
1911,Monthly,2015,kitchener&waterloo,snap kitchener waterloo,snap kitchener waterloo,10000.0,snapd inc.
1912,Monthly,2016,kitchener&waterloo,snap kitchener waterloo,snap kitchener waterloo,,snapd inc.
1913,Monthly,2017,kitchener&waterloo,snap kitchener waterloo,snap kitchener waterloo,,snapd inc.
1914,Monthly,2018,kitchener&waterloo,snap kitchener waterloo,snap kitchener waterloo,,snapd inc.
1915,Monthly,2019,kitchener&waterloo,snap kitchener waterloo,snap kitchener waterloo,,snapd inc.
1916,Monthly,2015,london,snap london,snap london,10000.0,snapd inc.
1917,Monthly,2016,london,snap london,snap london,,snapd inc.
1918,Monthly,2017,london,snap london,snap london,,snapd inc.
1919,Monthly,2018,london,snap london,snap london,,snapd inc.
1920,Monthly,2019,london,snap london,snap london,,snapd inc.
1921,Monthly,2015,markham,snap markham,snap markham,12000.0,snapd inc.
1922,Monthly,2016,markham,snap markham,snap markham,,snapd inc.
1923,Monthly,2017,markham,snap markham,snap markham,,snapd inc.
1924,Monthly,2018,markham,snap markham,snap markham,,snapd inc.
1925,Monthly,2019,markham,snap markham,snap markham,,snapd inc.
1926,Monthly,2015,midland&penetanguishene,snap midland penetang,snap midland penetang,10000.0,snapd inc.
1927,Monthly,2016,midland&penetanguishene,snap midland penetang,snap midland penetang,,snapd inc.
1928,Monthly,2017,midland&penetanguishene,snap midland penetang,snap midland penetang,,snapd inc.
1929,Monthly,2018,midland&penetanguishene,snap midland penetang,snap midland penetang,,snapd inc.
1930,Monthly,2019,midland&penetanguishene,snap midland penetang,snap midland penetang,,snapd inc.
1931,Monthly,2015,milton,snap milton,snap milton,10000.0,snapd inc.
1932,Monthly,2016,milton,snap milton,snap milton,,snapd inc.
1933,Monthly,2017,milton,snap milton,snap milton,,snapd inc.
1934,Monthly,2018,milton,snap milton,snap milton,,snapd inc.
1935,Monthly,2019,milton,snap milton,snap milton,,snapd inc.
1936,Monthly,2015,newmarket,snap newmarket,snap newmarket,10000.0,snapd inc.
1937,Monthly,2016,newmarket,snap newmarket,snap newmarket,,snapd inc.
1938,Monthly,2017,newmarket,snap newmarket,snap newmarket,,snapd inc.
1939,Monthly,2018,newmarket,snap newmarket,snap newmarket,,snapd inc.
1940,Monthly,2019,newmarket,snap newmarket,snap newmarket,,snapd inc.
1941,Monthly,2015,niagara%20falls,snap niagara falls,snap niagara falls,10000.0,snapd inc.
1942,Monthly,2016,niagara%20falls,snap niagara falls,snap niagara falls,,snapd inc.
1943,Monthly,2017,niagara%20falls,snap niagara falls,snap niagara falls,,snapd inc.
1944,Monthly,2018,niagara%20falls,snap niagara falls,snap niagara falls,,snapd inc.
1945,Monthly,2019,niagara%20falls,snap niagara falls,snap niagara falls,,snapd inc.
1946,Monthly,2015,north%20bay,snap north bay,snap north bay,10000.0,snapd inc.
1947,Monthly,2016,north%20bay,snap north bay,snap north bay,,snapd inc.
1948,Monthly,2017,north%20bay,snap north bay,snap north bay,,snapd inc.
1949,Monthly,2018,north%20bay,snap north bay,snap north bay,,snapd inc.
1950,Monthly,2019,north%20bay,snap north bay,snap north bay,,snapd inc.
1951,Monthly,2015,mississauga,snap north mississauga,snap north mississauga,10000.0,snapd inc.
1952,Monthly,2016,mississauga,snap north mississauga,snap north mississauga,,snapd inc.
1953,Monthly,2017,mississauga,snap north mississauga,snap north mississauga,,snapd inc.
1954,Monthly,2018,mississauga,snap north mississauga,snap north mississauga,,snapd inc.
1955,Monthly,2019,mississauga,snap north mississauga,snap north mississauga,,snapd inc.
1956,Monthly,2015,toronto,snap north toronto,snap north toronto,12000.0,snapd inc.
1957,Monthly,2016,toronto,snap north toronto,snap north toronto,,snapd inc.
1958,Monthly,2017,toronto,snap north toronto,snap north toronto,,snapd inc.
1959,Monthly,2018,toronto,snap north toronto,snap north toronto,,snapd inc.
1960,Monthly,2019,toronto,snap north toronto,snap north toronto,,snapd inc.
1966,Monthly,2015,northumberland%20west,snap northumberland west,snap northumberland west,10000.0,snapd inc.
1967,Monthly,2016,northumberland%20west,snap northumberland west,snap northumberland west,,snapd inc.
1968,Monthly,2017,northumberland%20west,snap northumberland west,snap northumberland west,,snapd inc.
1969,Monthly,2018,northumberland%20west,snap northumberland west,snap northumberland west,,snapd inc.
1970,Monthly,2019,northumberland%20west,snap northumberland west,snap northumberland west,,snapd inc.
1971,Monthly,2015,oakville,snap oakville,snap oakville,12000.0,snapd inc.
1972,Monthly,2016,oakville,snap oakville,snap oakville,,snapd inc.
1973,Monthly,2017,oakville,snap oakville,snap oakville,,snapd inc.
1974,Monthly,2018,oakville,snap oakville,snap oakville,,snapd inc.
1975,Monthly,2019,oakville,snap oakville,snap oakville,,snapd inc.
1976,Monthly,2015,orillia,snap orillia,snap orillia,10000.0,snapd inc.
1977,Monthly,2016,orillia,snap orillia,snap orillia,,snapd inc.
1978,Monthly,2017,orillia,snap orillia,snap orillia,,snapd inc.
1979,Monthly,2018,orillia,snap orillia,snap orillia,,snapd inc.
1980,Monthly,2019,orillia,snap orillia,snap orillia,,snapd inc.
1981,Monthly,2015,oshawa,snap oshawa,snap oshawa,10000.0,snapd inc.
1982,Monthly,2016,oshawa,snap oshawa,snap oshawa,,snapd inc.
1983,Monthly,2017,oshawa,snap oshawa,snap oshawa,,snapd inc.
1984,Monthly,2018,oshawa,snap oshawa,snap oshawa,,snapd inc.
1985,Monthly,2019,oshawa,snap oshawa,snap oshawa,,snapd inc.
1986,Monthly,2015,perth,snap perth,snap perth,10000.0,snapd inc.
1987,Monthly,2016,perth,snap perth,snap perth,,snapd inc.
1988,Monthly,2017,perth,snap perth,snap perth,,snapd inc.
1989,Monthly,2018,perth,snap perth,snap perth,,snapd inc.
1990,Monthly,2019,perth,snap perth,snap perth,,snapd inc.
1991,Monthly,2015,peterborough,snap peterborough,snap peterborough,10000.0,snapd inc.
1992,Monthly,2016,peterborough,snap peterborough,snap peterborough,,snapd inc.
1993,Monthly,2017,peterborough,snap peterborough,snap peterborough,,snapd inc.
1994,Monthly,2018,peterborough,snap peterborough,snap peterborough,,snapd inc.
1995,Monthly,2019,peterborough,snap peterborough,snap peterborough,,snapd inc.
1996,Monthly,2015,pickering,snap pickering,snap pickering,10000.0,snapd inc.
1997,Monthly,2016,pickering,snap pickering,snap pickering,,snapd inc.
1998,Monthly,2017,pickering,snap pickering,snap pickering,,snapd inc.
1999,Monthly,2018,pickering,snap pickering,snap pickering,,snapd inc.
2000,Monthly,2019,pickering,snap pickering,snap pickering,,snapd inc.
2006,Monthly,2015,quinte,snap quinte,snap quinte,10000.0,snapd inc.
2007,Monthly,2016,quinte,snap quinte,snap quinte,,snapd inc.
2008,Monthly,2017,quinte,snap quinte,snap quinte,,snapd inc.
2009,Monthly,2018,quinte,snap quinte,snap quinte,,snapd inc.
2010,Monthly,2019,quinte,snap quinte,snap quinte,,snapd inc.
2011,Monthly,2015,richmond%20hill,snap richmond hill,snap richmond hill,12000.0,snapd inc.
2012,Monthly,2016,richmond%20hill,snap richmond hill,snap richmond hill,,snapd inc.
2013,Monthly,2017,richmond%20hill,snap richmond hill,snap richmond hill,,snapd inc.
2014,Monthly,2018,richmond%20hill,snap richmond hill,snap richmond hill,,snapd inc.
2015,Monthly,2019,richmond%20hill,snap richmond hill,snap richmond hill,,snapd inc.
2016,Monthly,2015,sault%20ste.%20marie,snap sault ste. marie,snap sault ste. marie,10000.0,snapd inc.
2017,Monthly,2016,sault%20ste.%20marie,snap sault ste. marie,snap sault ste. marie,,snapd inc.
2018,Monthly,2017,sault%20ste.%20marie,snap sault ste. marie,snap sault ste. marie,,snapd inc.
2019,Monthly,2018,sault%20ste.%20marie,snap sault ste. marie,snap sault ste. marie,,snapd inc.
2020,Monthly,2019,sault%20ste.%20marie,snap sault ste. marie,snap sault ste. marie,,snapd inc.
2021,Monthly,2015,scarborough,snap scarborough,snap scarborough,10000.0,snapd inc.
2022,Monthly,2016,scarborough,snap scarborough,snap scarborough,,snapd inc.
2023,Monthly,2017,scarborough,snap scarborough,snap scarborough,,snapd inc.
2024,Monthly,2018,scarborough,snap scarborough,snap scarborough,,snapd inc.
2025,Monthly,2019,scarborough,snap scarborough,snap scarborough,,snapd inc.
2026,Monthly,2015,mississauga,snap south mississauga,snap south mississauga,10000.0,snapd inc.
2027,Monthly,2016,mississauga,snap south mississauga,snap south mississauga,,snapd inc.
2028,Monthly,2017,mississauga,snap south mississauga,snap south mississauga,,snapd inc.
2029,Monthly,2018,mississauga,snap south mississauga,snap south mississauga,,snapd inc.
2030,Monthly,2019,mississauga,snap south mississauga,snap south mississauga,,snapd inc.
2031,Monthly,2015,south%20simcoe,snap south simcoe,snap south simcoe,10000.0,snapd inc.
2032,Monthly,2016,south%20simcoe,snap south simcoe,snap south simcoe,,snapd inc.
2033,Monthly,2017,south%20simcoe,snap south simcoe,snap south simcoe,,snapd inc.
2034,Monthly,2018,south%20simcoe,snap south simcoe,snap south simcoe,,snapd inc.
2035,Monthly,2019,south%20simcoe,snap south simcoe,snap south simcoe,,snapd inc.
2036,Monthly,2015,st.%20catharines,snap st. catharines,snap st. catharines,10000.0,snapd inc.
2037,Monthly,2016,st.%20catharines,snap st. catharines,snap st. catharines,,snapd inc.
2038,Monthly,2017,st.%20catharines,snap st. catharines,snap st. catharines,,snapd inc.
2039,Monthly,2018,st.%20catharines,snap st. catharines,snap st. catharines,,snapd inc.
2040,Monthly,2019,st.%20catharines,snap st. catharines,snap st. catharines,,snapd inc.
2041,Monthly,2015,st.%20lawrence,snap st. lawrence,snap st. lawrence,10000.0,snapd inc.
2042,Monthly,2016,st.%20lawrence,snap st. lawrence,snap st. lawrence,,snapd inc.
2043,Monthly,2017,st.%20lawrence,snap st. lawrence,snap st. lawrence,,snapd inc.
2044,Monthly,2018,st.%20lawrence,snap st. lawrence,snap st. lawrence,,snapd inc.
2045,Monthly,2019,st.%20lawrence,snap st. lawrence,snap st. lawrence,,snapd inc.
2046,Monthly,2015,stouffville&uxbridge,snap stouffville uxbridge,snap stouffville uxbridge,10000.0,snapd inc.
2047,Monthly,2016,stouffville&uxbridge,snap stouffville uxbridge,snap stouffville uxbridge,,snapd inc.
2048,Monthly,2017,stouffville&uxbridge,snap stouffville uxbridge,snap stouffville uxbridge,,snapd inc.
2049,Monthly,2018,stouffville&uxbridge,snap stouffville uxbridge,snap stouffville uxbridge,,snapd inc.
2050,Monthly,2019,stouffville&uxbridge,snap stouffville uxbridge,snap stouffville uxbridge,,snapd inc.
2051,Monthly,2015,sudbury,snap sudbury,snap sudbury,10000.0,snapd inc.
2052,Monthly,2016,sudbury,snap sudbury,snap sudbury,,snapd inc.
2053,Monthly,2017,sudbury,snap sudbury,snap sudbury,,snapd inc.
2054,Monthly,2018,sudbury,snap sudbury,snap sudbury,,snapd inc.
2055,Monthly,2018,sudbury,snap sudbury,snap sudbury,,snapd inc.
2056,Monthly,2019,sudbury,snap sudbury,snap sudbury,,snapd inc.
2057,Monthly,2019,sudbury,snap sudbury,snap sudbury,,snapd inc.
2058,Monthly,2015,tillsonburg,snap tillsonburg,snap tillsonburg,10000.0,snapd inc.
2059,Monthly,2016,tillsonburg,snap tillsonburg,snap tillsonburg,,snapd inc.
2060,Monthly,2017,tillsonburg,snap tillsonburg,snap tillsonburg,,snapd inc.
2061,Monthly,2018,tillsonburg,snap tillsonburg,snap tillsonburg,,snapd inc.
2062,Monthly,2019,tillsonburg,snap tillsonburg,snap tillsonburg,,snapd inc.
2063,Monthly,2015,toronto,snap toronto central,snap toronto central,12000.0,snapd inc.
2064,Monthly,2016,toronto,snap toronto central,snap toronto central,,snapd inc.
2065,Monthly,2017,toronto,snap toronto central,snap toronto central,,snapd inc.
2066,Monthly,2018,toronto,snap toronto central,snap toronto central,,snapd inc.
2067,Monthly,2019,toronto,snap toronto central,snap toronto central,,snapd inc.
2068,Monthly,2015,vaughan,snap vaughan east,snap vaughan east,10000.0,snapd inc.
2069,Monthly,2016,vaughan,snap vaughan east,snap vaughan east,,snapd inc.
2070,Monthly,2017,vaughan,snap vaughan east,snap vaughan east,,snapd inc.
2071,Monthly,2018,vaughan,snap vaughan east,snap vaughan east,,snapd inc.
2072,Monthly,2019,vaughan,snap vaughan east,snap vaughan east,,snapd inc.
2078,Monthly,2015,whitby,snap whitby,snap whitby,10000.0,snapd inc.
2079,Monthly,2016,whitby,snap whitby,snap whitby,,snapd inc.
2080,Monthly,2017,whitby,snap whitby,snap whitby,,snapd inc.
2081,Monthly,2018,whitby,snap whitby,snap whitby,,snapd inc.
2082,Monthly,2019,whitby,snap whitby,snap whitby,,snapd inc.
2083,Monthly,2015,windsor,snap windsor,snap windsor,10000.0,snapd inc.
2084,Monthly,2016,windsor,snap windsor,snap windsor,,snapd inc.
2085,Monthly,2017,windsor,snap windsor,snap windsor,,snapd inc.
2086,Monthly,2018,windsor,snap windsor,snap windsor,,snapd inc.
2087,Monthly,2019,windsor,snap windsor,snap windsor,,snapd inc.
2088,Monthly,2015,woodbridge,snap woodbridge,snap woodbridge,10000.0,snapd inc.
2089,Monthly,2016,woodbridge,snap woodbridge,snap woodbridge,,snapd inc.
2090,Monthly,2017,woodbridge,snap woodbridge,snap woodbridge,,snapd inc.
2091,Monthly,2018,woodbridge,snap woodbridge,snap woodbridge,,snapd inc.
2092,Monthly,2019,woodbridge,snap woodbridge,snap woodbridge,,snapd inc.
2093,Monthly,2015,woodstock,snap woodstock,snap woodstock,10000.0,snapd inc.
2094,Monthly,2016,woodstock,snap woodstock,snap woodstock,,snapd inc.
2095,Monthly,2017,woodstock,snap woodstock,snap woodstock,,snapd inc.
2096,Monthly,2018,woodstock,snap woodstock,snap woodstock,,snapd inc.
2097,Monthly,2019,woodstock,snap woodstock,snap woodstock,,snapd inc.
2130,Friday,2013,st.%20marys,st. marys independent,st. marys independent,3300.0,st. marys independent
2131,Friday,2014,st.%20marys,st. marys independent,st. marys independent,,st. marys independent
2132,Friday,2015,st.%20marys,st. marys independent,st. marys independent,4150.0,grant haven management inc.
2133,Friday,2016,st.%20marys,st. marys independent,st. marys independent,,grant haven management inc.
2134,Friday,2017,st.%20marys,st. marys independent,st. marys independent,4392.0,grant haven management inc.
2135,Friday,2018,st.%20marys,st. marys independent,st. marys independent,,grant haven management inc.
2136,Friday,2019,st.%20marys,st. marys independent,st. marys independent,,grant haven management inc.
2137,Wednesday,2013,st.%20marys,st. marys journal argus,st. marys journal argus,1979.0,metroland media group ltd.
2138,Wednesday,2014,st.%20marys,st. marys journal argus,st. marys journal argus,1833.0,metroland media group ltd.
2139,Wednesday,2015,st.%20marys,st. marys journal argus,st. marys journal argus,1670.0,metroland media group ltd.
2140,Wednesday,2016,st.%20marys,st. marys journal argus,st. marys journal argus,1464.0,metroland media group ltd.
2141,Wednesday,2017,st.%20marys,st. marys journal argus,st. marys journal argus,1452.0,metroland media group ltd.
2142,Thursday,2013,st.%20marys,st. marys journal argus weekender,st. marys journal argus weekender,6976.0,metroland media group ltd.
2143,Thursday,2014,st.%20marys,st. marys journal argus weekender,st. marys journal argus weekender,7011.0,metroland media group ltd.
2144,Thursday,2015,st.%20marys,st. marys journal argus weekender,st. marys journal argus weekender,6869.0,metroland media group ltd.
2145,Thursday,2016,st.%20marys,st. marys journal argus weekender,st. marys journal argus weekender,7170.0,metroland media group ltd.
2146,Thursday,2017,st.%20marys,st. marys journal argus weekender,st. marys journal argus weekender,6896.0,metroland media group ltd.
2654,Thursday,2013,st.%20thomas&elgin,weekly news,st. thomas elgin weekly news,30369.0,metroland media group ltd.
2655,Thursday,2014,st.%20thomas&elgin,weekly news,st. thomas elgin weekly news,30344.0,metroland media group ltd.
2656,Thursday,2015,st.%20thomas&elgin,weekly news,st. thomas elgin weekly news,30515.0,metroland media group ltd.
2657,Thursday,2016,st.%20thomas&elgin,weekly news,st. thomas elgin weekly news,30393.0,metroland media group ltd.
2658,Thursday,2017,st.%20thomas&elgin,weekly news,st. thomas elgin weekly news,,metroland media group ltd.
355,Thursday,2016,stirling&campbellford,central hastings trent hill news,stirling campbellford central hastings trent hill news,19975.0,metroland media group ltd.
356,Thursday,2017,stirling&campbellford,central hastings trent hill news,stirling campbellford central hastings trent hill news,19909.0,metroland media group ltd.
351,Thursday,2014,stirling&northeast,central hastings news,stirling northeast central hastings news,11155.0,metroland media group ltd.
352,Thursday,2015,stirling&northeast,central hastings news,stirling northeast central hastings news,11111.0,metroland media group ltd.
353,Thursday,2016,stirling&northeast,central hastings news,stirling northeast central hastings news,19975.0,metroland media group ltd.
354,Thursday,2017,stirling&northeast,central hastings news,stirling northeast central hastings news,,metroland media group ltd.
2167,Thursday,2013,stirling&northeast,stirling northeast emc,stirling northeast emc,11564.0,metroland media group ltd.
2168,Thursday,2013,stittsville,stittsville news,stittsville news,12563.0,metroland media group ltd.
2169,Thursday,2014,stittsville,stittsville news,stittsville news,12891.0,metroland media group ltd.
2170,Thursday,2015,stittsville,stittsville news,stittsville news,13446.0,metroland media group ltd.
2171,Thursday,2016,stittsville,stittsville news,stittsville news,13712.0,metroland media group ltd.
2172,Thursday,2017,stittsville,stittsville news,stittsville news,13929.0,metroland media group ltd.
2173,Thursday,2013,stoney%20creek,stoney creek news,stoney creek news,29928.0,metroland media group ltd.
2174,Thursday,2014,stoney%20creek,stoney creek news,stoney creek news,30571.0,metroland media group ltd.
2175,Thursday,2015,stoney%20creek,stoney creek news,stoney creek news,30041.0,metroland media group ltd.
2176,Thursday,2016,stoney%20creek,stoney creek news,stoney creek news,29932.0,metroland media group ltd.
2177,Thursday,2017,stoney%20creek,stoney creek news,stoney creek news,29928.0,metroland media group ltd.
2178,Thursday,2018,stoney%20creek,stoney creek news,stoney creek news,28929.0,metroland media group ltd.
2179,Thursday,2019,stoney%20creek,stoney creek news,stoney creek news,29875.0,metroland media group ltd.
2189,Saturday,2013,stouffville,sun tribune,stouffville sun tribune,13094.0,metroland media group ltd.
2190,Thursday,2013,stouffville,sun tribune,stouffville sun tribune,13092.0,metroland media group ltd.
2191,Thursday,2014,stouffville,sun tribune,stouffville sun tribune,13537.0,metroland media group ltd.
2192,Thursday,2015,stouffville,sun tribune,stouffville sun tribune,13489.0,metroland media group ltd.
2193,Thursday,2016,stouffville,sun tribune,stouffville sun tribune,14097.0,metroland media group ltd.
2194,Thursday,2017,stouffville,sun tribune,stouffville sun tribune,,metroland media group ltd.
2195,Thursday,2018,stouffville,sun tribune,stouffville sun tribune,,metroland media group ltd.
2196,Thursday,2019,stouffville,sun tribune,stouffville sun tribune,14077.0,metroland media group ltd.
2180,Friday,2013,stratford,stratford gazette,stratford gazette,19584.0,metroland media group ltd.
2181,Friday,2014,stratford,stratford gazette,stratford gazette,19583.0,metroland media group ltd.
2182,Thursday,2015,stratford,stratford gazette,stratford gazette,19977.0,metroland media group ltd.
2183,Thursday,2016,stratford,stratford gazette,stratford gazette,19855.0,metroland media group ltd.
2184,Thursday,2017,stratford,stratford gazette,stratford gazette,19804.0,metroland media group ltd.
1070,Thursday,2013,stratford,marketplace,stratford marketplace,17262.0,sun media corporation
1071,Thursday,2014,stratford,marketplace,stratford marketplace,17476.0,sun media corporation
1072,Thursday,2015,stratford,marketplace,stratford marketplace,18379.0,sun media corporation
1073,Thursday,2016,stratford,marketplace,stratford marketplace,,sun media corporation
1074,Thursday,2017,stratford,marketplace,stratford marketplace,19263.0,postmedia network inc.
1075,Thursday,2018,stratford,marketplace,stratford marketplace,,postmedia network inc.
1076,Thursday,2019,stratford,marketplace,stratford marketplace,,postmedia network inc.
23,Thursday,2013,strathroy,age dispatch,strathroy age dispatch,2263.0,sun media corporation
24,Thursday,2014,strathroy,age dispatch,strathroy age dispatch,1480.0,sun media corporation
25,Thursday,2015,strathroy,age dispatch,strathroy age dispatch,843.0,sun media corporation
26,Thursday,2016,strathroy,age dispatch,strathroy age dispatch,,sun media corporation
27,Thursday,2017,strathroy,age dispatch,strathroy age dispatch,,postmedia network inc.
28,Thursday,2018,strathroy,age dispatch,strathroy age dispatch,,postmedia network inc.
29,Thursday,2019,strathroy&middlesex,age dispatch,strathroy middlesex age dispatch,15150.0,postmedia network inc.
2185,Monthly,2019,toronto,streeter central toronto,streeter central toronto,20000.0,streeter publications ltd.
2188,Monthly,2019,toronto,streeter north toronto,streeter north toronto,21000.0,streeter publications ltd.
1011,Wednesday,2013,sudbury,le voyageur,sudbury le voyageur,8499.0,publications voyageur inc.
1012,Wednesday,2014,sudbury,le voyageur,sudbury le voyageur,,publications voyageur inc.
1013,Wednesday,2015,sudbury,le voyageur,sudbury le voyageur,,publications voyageur inc.
1014,Wednesday,2016,sudbury,le voyageur,sudbury le voyageur,,publications voyageur inc.
1015,Wednesday,2017,sudbury,le voyageur,sudbury le voyageur,,publications voyageur inc.
1016,Wednesday,2018,sudbury,le voyageur,sudbury le voyageur,,publications voyageur inc.
1017,Wednesday,2019,sudbury,le voyageur,sudbury le voyageur,,publications voyageur inc.
1398,Thursday,2013,sudbury,northern life,sudbury northern life,47428.0,laurentian media group
1405,Tuesday,2013,sudbury,northern life,sudbury northern life,38520.0,laurentian media group
1399,Thursday,2014,sudbury,northern life,sudbury northern life,47136.0,laurentian media group
1406,Tuesday,2014,sudbury,northern life,sudbury northern life,38255.0,laurentian media group
1400,Thursday,2015,sudbury,northern life,sudbury northern life,46239.0,laurentian media group
1407,Tuesday,2015,sudbury,northern life,sudbury northern life,37387.0,laurentian media group
1401,Thursday,2016,sudbury,northern life,sudbury northern life,45133.0,laurentian media group
1408,Tuesday,2016,sudbury,northern life,sudbury northern life,36359.0,laurentian media group
1402,Thursday,2017,sudbury,northern life,sudbury northern life,,laurentian media group
1409,Tuesday,2017,sudbury,northern life,sudbury northern life,,laurentian media group
1403,Thursday,2018,sudbury,northern life,sudbury northern life,,laurentian media group
1410,Tuesday,2018,sudbury,northern life,sudbury northern life,,laurentian media group
1404,Thursday,2019,sudbury,northern life,sudbury northern life,44629.0,laurentian media group
2104,Monthly,2013,sudbury,south side story,sudbury south side story,32000.0,sudbury south side story
2105,Monthly,2014,sudbury,south side story,sudbury south side story,,sudbury south side story
2106,Monthly,2015,sudbury,south side story,sudbury south side story,,sudbury south side story
2107,Monthly,2016,sudbury,south side story,sudbury south side story,,sudbury south side story
2108,Monthly,2017,sudbury,south side story,sudbury south side story,,sudbury south side story
2109,Monthly,2018,sudbury,south side story,sudbury south side story,,sudbury south side story
2110,Monthly,2019,sudbury,south side story,sudbury south side story,,sudbury south side story
620,Wednesday,2013,tavistock,gazette,tavistock gazette,1261.0,tavistock gazette ltd.
622,Wednesday,2014,tavistock,gazette,tavistock gazette,1251.0,tavistock gazette ltd.
624,Wednesday,2015,tavistock,gazette,tavistock gazette,1239.0,tavistock gazette ltd.
626,Wednesday,2016,tavistock,gazette,tavistock gazette,1208.0,tavistock gazette ltd.
628,Wednesday,2017,tavistock,gazette,tavistock gazette,1181.0,tavistock gazette ltd.
630,Wednesday,2018,tavistock,gazette,tavistock gazette,1171.0,tavistock gazette ltd.
631,Wednesday,2019,tavistock,gazette,tavistock gazette,1162.0,tavistock gazette ltd.
1761,Friday,2013,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,17312.0,postmedia network inc.
1762,Friday,2014,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,,postmedia network inc.
1763,Friday,2015,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,,postmedia network inc.
1764,Friday,2016,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,,postmedia network inc.
1765,Friday,2017,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,17362.0,postmedia network inc.
1766,Friday,2018,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,18808.0,postmedia network inc.
1767,Friday,2019,tecumseh&st.%20clair%20beach&windsor,shoreline week,tecumseh st. clair beach windsor shoreline week,,postmedia network inc.
1224,Tuesday,2013,terrace%20bay&schreiber,news,terrace bay schreiber news,362.0,lakeshore community publishing ltd.
1225,Tuesday,2014,terrace%20bay&schreiber,news,terrace bay schreiber news,328.0,lakeshore community publishing
1227,Tuesday,2015,terrace%20bay&schreiber,news,terrace bay schreiber news,347.0,lakeshore community publishing
1229,Tuesday,2016,terrace%20bay&schreiber,news,terrace bay schreiber news,319.0,lakeshore community publishing
1230,Tuesday,2017,terrace%20bay&schreiber,news,terrace bay schreiber news,308.0,lakeshore community publishing
1231,Tuesday,2018,terrace%20bay&schreiber,news,terrace bay schreiber news,291.0,lakeshore community publishing
1232,Tuesday,2019,terrace%20bay&schreiber,news,terrace bay schreiber news,294.0,lakeshore community publishing ltd.
723,Wednesday,2013,thamesville,herald,thamesville herald,742.0,allison humphrey
725,Wednesday,2014,thamesville,herald,thamesville herald,685.0,allison humphrey
727,Wednesday,2015,thamesville,herald,thamesville herald,627.0,allison humphrey
729,Wednesday,2016,thamesville,herald,thamesville herald,594.0,allison humphrey
731,Wednesday,2017,thamesville,herald,thamesville herald,594.0,heather wright
733,Wednesday,2018,thamesville,herald,thamesville herald,594.0,heather wright
735,Wednesday,2019,thamesville,herald,thamesville herald,594.0,heather wright
2257,Thursday,2019,burford,the burford advance,the burford advance,1232.0,david and emma johnston
2258,Thursday,2014,chatham,the chatham voice,the chatham voice,19000.0,ck media
2259,Thursday,2015,chatham,the chatham voice,the chatham voice,19401.0,ck media
2260,Thursday,2016,chatham,the chatham voice,the chatham voice,19290.0,ck media
2261,Thursday,2017,chatham,the chatham voice,the chatham voice,19300.0,ck media
2262,Thursday,2018,chatham,the chatham voice,the chatham voice,,ck media
2263,Thursday,2019,chatham,the chatham voice,the chatham voice,,ck media
2264,Wednesday,2018,chesterville,the chesterville record,the chesterville record,1217.0,etcetera publications
2265,Wednesday,2019,chesterville,the chesterville record,the chesterville record,1092.0,etcetera publications
2301,Thursday,2018,haldimand,the haldimand press,the haldimand press,3326.0,haldimand advocate limited
2302,Thursday,2019,haldimand,the haldimand press,the haldimand press,3056.0,haldimand advocate limited
2303,Tuesday,2013,harrow,the harrow news,the harrow news,1268.0,harrow news publishing co. inc.
2304,Tuesday,2014,harrow,the harrow news,the harrow news,1288.0,harrow news publishing co. inc.
2305,Tuesday,2015,harrow,the harrow news,the harrow news,1251.0,harrow news publishing co. inc.
2306,Tuesday,2016,harrow,the harrow news,the harrow news,1224.0,harrow news publishing co. inc.
2307,Tuesday,2017,harrow,the harrow news,the harrow news,1241.0,harrow news publishing co. inc.
2308,Tuesday,2018,harrow,the harrow news,the harrow news,,harrow news publishing co. inc.
2309,Tuesday,2019,harrow,the harrow news,the harrow news,1179.0,harrow news publishing co. inc.
2323,Wednesday,2013,kincardine,the kincardine independent,the kincardine independent,2394.0,london publishing corporation
