,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address
2113,14406,Thursday,T,2015,port%20perry&uxbridge,standard,scugog standard shareholders inc.,9,ON,14415,scugog standard shareholders inc.,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']"
2114,0,Thursday,T,2016,elliot%20lake,standard,sun media corporation,2588,ON,2588,postmedia network inc.,"['elliot lake ,ON, Canada']"
2115,11868,Thursday,T,2016,port%20perry&uxbridge,standard,scugog standard shareholders inc.,0,ON,11868,scugog standard shareholders inc.,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']"
2116,0,Thursday,T,2017,elliot%20lake,standard,postmedia network inc.,2357,ON,2357,postmedia network inc.,"['elliot lake ,ON, Canada']"
2117,0,Thursday,T,2016,forest&watford,standard guideadvocate,hayter-walden publications inc.,656,ON,656,hayter-walden publications inc.,"['forest ,ON, Canada', 'watford ,ON, Canada']"
2118,0,Thursday,T,2017,forest&watford,standard guideadvocate,hayter-walden publications inc.,1754,ON,1754,hayter-walden publications inc.,"['forest ,ON, Canada', 'watford ,ON, Canada']"
2119,0,Thursday,T,2018,forest,standard guideadvocate,hayter-walden publications inc.,1466,ON,1466,hayter-walden publications inc.,"['forest ,ON, Canada']"
2120,0,Wednesday,B,2014,paris,star,sun media corporation,775,ON,775,sun media corporation,"['paris ,ON, Canada']"
2121,4928,Thursday,B,2015,paris,star,sun media corporation,0,ON,4928,sun media corporation,"['paris ,ON, Canada']"
2122,4885,Thursday,B,2016,paris,star,sun media corporation,0,ON,4885,postmedia network inc.,"['paris ,ON, Canada']"
2123,4910,Thursday,B,2017,paris,star,postmedia network inc.,0,ON,4910,postmedia network inc.,"['paris ,ON, Canada']"
2124,4894,Thursday,B,2018,paris,star,postmedia network inc.,0,ON,4894,postmedia network inc.,"['paris ,ON, Canada']"
2125,4894,Thursday,B,2019,paris,star,postmedia network inc.,0,ON,4894,postmedia network inc.,"['paris ,ON, Canada']"
2126,4067,Thursday,B,2014,stayner,stayner sun,metroland media group ltd.,0,ON,4067,metroland media group ltd.,"['stayner ,ON, Canada']"
2127,11564,Thursday,T,2013,stirling&northeast,stirling/northeast emc,metroland media group ltd.,0,ON,11564,metroland media group ltd.,"['stirling ,ON, Canada', 'northeast ,ON, Canada']"
2128,12563,Thursday,T,2013,stittsville,stittsville news,metroland media group ltd.,0,ON,12563,metroland media group ltd.,"['stittsville ,ON, Canada']"
2129,12891,Thursday,T,2014,stittsville,stittsville news,metroland media group ltd.,0,ON,12891,metroland media group ltd.,"['stittsville ,ON, Canada']"
2130,13446,Thursday,T,2015,stittsville,stittsville news,metroland media group ltd.,0,ON,13446,metroland media group ltd.,"['stittsville ,ON, Canada']"
2131,13712,Thursday,T,2016,stittsville,stittsville news,metroland media group ltd.,0,ON,13712,metroland media group ltd.,"['stittsville ,ON, Canada']"
2132,13929,Thursday,T,2017,stittsville,stittsville news,metroland media group ltd.,0,ON,13929,metroland media group ltd.,"['stittsville ,ON, Canada']"
2133,29928,Thursday,T,2013,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,29928,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2134,30571,Thursday,T,2014,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,30571,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2135,30041,Thursday,T,2015,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,30041,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2136,29932,Thursday,T,2016,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,29932,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2137,29928,Thursday,T,2017,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,29928,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2138,28929,Thursday,T,2018,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,28929,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2139,29875,Thursday,T,2019,stoney%20creek,stoney creek news,metroland media group ltd.,0,ON,29875,metroland media group ltd.,"['stoney creek ,ON, Canada']"
2140,13091,Thursday,T,2013,stouffville,stouffville suntribune,metroland media group ltd.,1,ON,13092,metroland media group ltd.,"['stouffville ,ON, Canada']"
2141,13094,Saturday,T,2013,stouffville,stouffville suntribune,metroland media group ltd.,0,ON,13094,metroland media group ltd.,"['stouffville ,ON, Canada']"
2142,19584,Friday,T,2013,stratford,stratford gazette,metroland media group ltd.,0,ON,19584,metroland media group ltd.,"['stratford ,ON, Canada']"
2143,19583,Friday,T,2014,stratford,stratford gazette,metroland media group ltd.,0,ON,19583,metroland media group ltd.,"['stratford ,ON, Canada']"
2144,19977,Thursday,T,2015,stratford,stratford gazette,metroland media group ltd.,0,ON,19977,metroland media group ltd.,"['stratford ,ON, Canada']"
2145,19855,Thursday,T,2016,stratford,stratford gazette,metroland media group ltd.,0,ON,19855,metroland media group ltd.,"['stratford ,ON, Canada']"
2146,19804,Thursday,T,2017,stratford,stratford gazette,metroland media group ltd.,0,ON,19804,metroland media group ltd.,"['stratford ,ON, Canada']"
2147,17262,Thursday,B,2013,stratford,stratford marketplace,sun media corporation,0,ON,17262,sun media corporation,"['stratford ,ON, Canada']"
2148,0,Thursday,T,2013,strathroy,strathroy age dispatch,sun media corporation,2263,ON,2263,sun media corporation,"['strathroy ,ON, Canada']"
2149,20000,12-times per year,T,2019,toronto,streeter central toronto,streeter publications ltd.,0,ON,20000,streeter publications ltd.,"['toronto ,ON, Canada']"
2150,19000,12-times per year,T,2019,toronto,streeter forest hill,streeter publications ltd.,0,ON,19000,streeter publications ltd.,"['toronto ,ON, Canada']"
2151,20000,12-times per year,T,2019,toronto,streeter leaside,streeter publications ltd.,0,ON,20000,streeter publications ltd.,"['toronto ,ON, Canada']"
2152,21000,12-times per year,T,2019,toronto,streeter north toronto,streeter publications ltd.,0,ON,21000,streeter publications ltd.,"['toronto ,ON, Canada']"
2153,29439,Tuesday,T,2013,sudbury,sudbury northern life,laurentian media group,9081,ON,38520,laurentian media group,"['sudbury ,ON, Canada']"
2154,37704,Thursday,T,2013,sudbury,sudbury northern life,laurentian media group,9724,ON,47428,laurentian media group,"['sudbury ,ON, Canada']"
2155,13536,Thursday,T,2014,stouffville,suntribune,metroland media group ltd.,1,ON,13537,metroland media group ltd.,"['stouffville ,ON, Canada']"
2156,13489,Thursday,T,2015,stouffville,suntribune,metroland media group ltd.,0,ON,13489,metroland media group ltd.,"['stouffville ,ON, Canada']"
2157,14097,Thursday,T,2016,stouffville,suntribune,metroland media group ltd.,0,ON,14097,metroland media group ltd.,"['stouffville ,ON, Canada']"
2158,14097,Thursday,T,2017,stouffville,suntribune,metroland media group ltd.,0,ON,14097,metroland media group ltd.,"['stouffville ,ON, Canada']"
2159,14097,Thursday,T,2018,stouffville,suntribune,metroland media group ltd.,0,ON,14097,metroland media group ltd.,"['stouffville ,ON, Canada']"
2160,14077,Thursday,T,2019,stouffville,suntribune,metroland media group ltd.,0,ON,14077,metroland media group ltd.,"['stouffville ,ON, Canada']"
2161,44065,Sunday,T,2014,vaughan,tandem,vaughan tandem,0,ON,44065,vaughan tandem,"['vaughan ,ON, Canada']"
2162,44065,Sunday,T,2015,vaughan,tandem,vaughan tandem,0,ON,44065,vaughan tandem,"['vaughan ,ON, Canada']"
2163,44065,Sunday,T,2016,vaughan,tandem,vaughan tandem,0,ON,44065,vaughan tandem,"['vaughan ,ON, Canada']"
2164,44065,Sunday,T,2017,vaughan,tandem,vaughan tandem,0,ON,44065,vaughan tandem,"['vaughan ,ON, Canada']"
2165,0,Wednesday,T,2013,tavistock,tavistock gazette,tavistock gazette ltd.,1261,ON,1261,tavistock gazette ltd.,"['tavistock ,ON, Canada']"
2166,2,Wednesday,T,2018,tavistock,tavistock gazette,tavistock gazette ltd.,1169,ON,1171,tavistock gazette ltd.,"['tavistock ,ON, Canada']"
2167,2,Wednesday,T,2019,tavistock,tavistock gazette,tavistock gazette ltd.,1160,ON,1162,tavistock gazette ltd.,"['tavistock ,ON, Canada']"
2168,17312,Friday,T,2013,tecumseh&st.%20clair%20beach&windsor,tecumseh/st. clair beach/windsor shoreline week,postmedia network inc.,0,ON,17312,postmedia network inc.,"['tecumseh ,ON, Canada', 'st. clair beach ,ON, Canada', 'windsor ,ON, Canada']"
2169,54,Wednesday,B,2013,new%20liskeard,temiskaming speaker,london publishing corporation,3446,ON,3500,london publishing corporation,"['new liskeard ,ON, Canada']"
2170,54,Wednesday,B,2014,new%20liskeard,temiskaming speaker,london publishing corporation,3262,ON,3316,london publishing corporation,"['new liskeard ,ON, Canada']"
2171,54,Wednesday,B,2015,new%20liskeard,temiskaming speaker,london publishing corporation,3024,ON,3078,london publishing corporation,"['new liskeard ,ON, Canada']"
2172,138,Wednesday,B,2016,new%20liskeard,temiskaming speaker,london publishing corporation,3021,ON,3159,london publishing corporation,"['new liskeard ,ON, Canada']"
2173,106,Wednesday,B,2017,new%20liskeard,temiskaming speaker,london publishing corporation,2859,ON,2965,london publishing corporation,"['new liskeard ,ON, Canada']"
2174,167,Wednesday,B,2018,new%20liskeard,temiskaming speaker,temiskaming printing co. ltd.,2747,ON,2914,london publishing corporation,"['new liskeard ,ON, Canada']"
2175,150,Wednesday,B,2019,new%20liskeard,temiskaming speaker,temiskaming printing co. ltd.,2358,ON,2508,temiskaming printing co. ltd.,"['new liskeard ,ON, Canada']"
2176,10266,Friday,T,2013,new%20liskeard,temiskaming speakers weekender,london publishing corporation,0,ON,10266,london publishing corporation,"['new liskeard ,ON, Canada']"
2177,10377,Friday,T,2014,new%20liskeard,temiskaming speakers weekender,london publishing corporation,0,ON,10377,london publishing corporation,"['new liskeard ,ON, Canada']"
2178,10620,Friday,T,2015,new%20liskeard,temiskaming speakers weekender,london publishing corporation,0,ON,10620,london publishing corporation,"['new liskeard ,ON, Canada']"
2179,10507,Friday,T,2016,new%20liskeard,temiskaming speakers weekender,london publishing corporation,0,ON,10507,london publishing corporation,"['new liskeard ,ON, Canada']"
2180,10450,Friday,T,2017,new%20liskeard,temiskaming speakers weekender,london publishing corporation,0,ON,10450,london publishing corporation,"['new liskeard ,ON, Canada']"
2181,10450,Friday,T,2018,new%20liskeard,temiskaming speakers weekender,temiskaming printing co. ltd.,0,ON,10450,london publishing corporation,"['new liskeard ,ON, Canada']"
2182,10435,Friday,T,2019,new%20liskeard,temiskaming speakers weekender,temiskaming printing co. ltd.,0,ON,10435,temiskaming printing co. ltd.,"['new liskeard ,ON, Canada']"
2183,0,Tuesday,T,2013,terrace%20bay&schreiber,terrace bayschreiber news,lakeshore community publishing,362,ON,362,lakeshore community publishing,"['terrace bay ,ON, Canada', 'schreiber ,ON, Canada']"
2184,22,Tuesday,T,2019,terrace%20bay&schreiber,terrace bayschreiber news,lakeshore community publishing ltd.,272,ON,294,lakeshore community publishing ltd.,"['terrace bay ,ON, Canada', 'schreiber ,ON, Canada']"
2185,0,Wednesday,T,2013,thamesville,thamesville herald,allison humphrey,742,ON,742,allison humphrey,"['thamesville ,ON, Canada']"
2186,0,Wednesday,B,2018,flesherton,the advance,dundalk herald publishing,1233,ON,1233,dundalk herald publishing,"['flesherton ,ON, Canada']"
2187,0,Wednesday,B,2019,flesherton,the advance,dundalk herald publishing,1347,ON,1347,dundalk herald publishing,"['flesherton ,ON, Canada']"
2188,0,Wednesday,T,2014,erin,the advocate,metroland media group ltd.,1529,ON,1529,metroland media group ltd.,"['erin ,ON, Canada']"
2189,0,Wednesday,T,2015,erin,the advocate,metroland media group ltd.,1250,ON,1250,metroland media group ltd.,"['erin ,ON, Canada']"
2190,0,Wednesday,T,2016,erin,the advocate,metroland media group ltd.,1074,ON,1074,metroland media group ltd.,"['erin ,ON, Canada']"
2191,0,Wednesday,T,2017,erin,the advocate,metroland media group ltd.,1035,ON,1035,metroland media group ltd.,"['erin ,ON, Canada']"
2192,0,Wednesday,T,2018,erin,the advocate,metroland media group ltd.,1035,ON,1035,metroland media group ltd.,"['erin ,ON, Canada']"
2193,0,Wednesday,T,2019,erin,the advocate,metroland media group ltd.,1035,ON,1035,metroland media group ltd.,"['erin ,ON, Canada']"
2194,85,Wednesday,T,2013,wawa,the algoma news review,wawa print & litho inc.,739,ON,824,wawa print & litho inc.,"['wawa ,ON, Canada']"
2195,87,Wednesday,T,2014,wawa,the algoma news review,wawa print & litho inc.,560,ON,647,wawa print & litho inc.,"['wawa ,ON, Canada']"
2196,48,Wednesday,T,2015,wawa,the algoma news review,wawa print & litho inc.,757,ON,805,wawa print & litho inc.,"['wawa ,ON, Canada']"
2197,33,Wednesday,T,2016,wawa,the algoma news review,wawa print & litho inc.,598,ON,631,wawa print & litho inc.,"['wawa ,ON, Canada']"
2198,0,Wednesday,T,2017,wawa,the algoma news review,wawa print & litho inc.,532,ON,532,wawa print & litho inc.,"['wawa ,ON, Canada']"
2199,25,Wednesday,T,2018,wawa,the algoma news review,wawa print & litho inc.,471,ON,496,wawa print & litho inc.,"['wawa ,ON, Canada']"
2200,16,Wednesday,T,2019,wawa,the algoma news review,wawa print & litho inc.,393,ON,409,wawa print & litho inc.,"['wawa ,ON, Canada']"
2201,19575,Tuesday,T,2013,aurora,the auroran,london publishing corporation,0,ON,19575,london publishing corporation,"['aurora ,ON, Canada']"
2202,19158,Wednesday,T,2014,aurora,the auroran,london publishing corporation,11,ON,19169,london publishing corporation,"['aurora ,ON, Canada']"
2203,19416,Wednesday,T,2015,aurora,the auroran,london publishing corporation,11,ON,19427,london publishing corporation,"['aurora ,ON, Canada']"
2204,18735,Wednesday,T,2016,aurora,the auroran,london publishing corporation,10,ON,18745,london publishing corporation,"['aurora ,ON, Canada']"
2205,18174,Wednesday,T,2017,aurora,the auroran,london publishing corporation,10,ON,18184,london publishing corporation,"['aurora ,ON, Canada']"
2206,18174,Wednesday,T,2018,aurora,the auroran,london publishing corporation,10,ON,18184,london publishing corporation,"['aurora ,ON, Canada']"
2207,18174,Wednesday,T,2019,aurora,the auroran,london publishing corporation,10,ON,18184,london publishing corporation,"['aurora ,ON, Canada']"
2208,0,Thursday,B,2014,bancroft,the bancroft times,bancroft times,3643,ON,3643,bancroft times,"['bancroft ,ON, Canada']"
2209,0,Thursday,B,2015,bancroft,the bancroft times,bancroft times,3383,ON,3383,bancroft times,"['bancroft ,ON, Canada']"
2210,0,Thursday,B,2016,bancroft,the bancroft times,bancroft times,3193,ON,3193,bancroft times,"['bancroft ,ON, Canada']"
2211,0,Thursday,B,2017,bancroft,the bancroft times,bancroft times,2699,ON,2699,bancroft times,"['bancroft ,ON, Canada']"
2212,0,Thursday,B,2018,bancroft,the bancroft times,bancroft times,2535,ON,2535,bancroft times,"['bancroft ,ON, Canada']"
2213,0,Thursday,B,2019,bancroft,the bancroft times,white pine media corp.,1886,ON,1886,bancroft times,"['bancroft ,ON, Canada']"
2214,19057,Tuesday,T,2014,orangeville,the banner,metroland media group ltd.,86,ON,19143,metroland media group ltd.,"['orangeville ,ON, Canada']"
2215,23125,Thursday,T,2014,orangeville,the banner,metroland media group ltd.,136,ON,23261,metroland media group ltd.,"['orangeville ,ON, Canada']"
2216,17656,Tuesday,T,2015,orangeville,the banner,metroland media group ltd.,38,ON,17694,metroland media group ltd.,"['orangeville ,ON, Canada']"
2217,23310,Thursday,T,2015,orangeville,the banner,metroland media group ltd.,46,ON,23356,metroland media group ltd.,"['orangeville ,ON, Canada']"
2218,23348,Thursday,T,2016,orangeville,the banner,metroland media group ltd.,33,ON,23381,metroland media group ltd.,"['orangeville ,ON, Canada']"
2219,19068,Tuesday,T,2016,orangeville,the banner,metroland media group ltd.,33,ON,19101,metroland media group ltd.,"['orangeville ,ON, Canada']"
2220,19068,Tuesday,T,2017,orangeville,the banner,metroland media group ltd.,33,ON,19101,metroland media group ltd.,"['orangeville ,ON, Canada']"
2221,23348,Thursday,T,2017,orangeville,the banner,metroland media group ltd.,33,ON,23381,metroland media group ltd.,"['orangeville ,ON, Canada']"
2222,28246,Thursday,T,2013,burlington&hamilton,the bay observer,the bay observer,0,ON,28246,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2223,28246,Thursday,T,2014,burlington&hamilton,the bay observer,the bay observer,0,ON,28246,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2224,30000,Thursday,T,2015,burlington&hamilton,the bay observer,the bay observer,0,ON,30000,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2225,30000,Thursday,T,2016,burlington&hamilton,the bay observer,the bay observer,0,ON,30000,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2226,30000,Thursday,T,2017,burlington&hamilton,the bay observer,the bay observer,0,ON,30000,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2227,30000,Thursday,T,2018,burlington&hamilton,the bay observer,the bay observer,0,ON,30000,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2228,30000,Thursday,T,2019,burlington&hamilton,the bay observer,the bay observer,0,ON,30000,the bay observer,"['burlington ,ON, Canada', 'hamilton ,ON, Canada']"
2229,51663,Thursday,T,2018,oakville,the beaver,metroland media group ltd.,124,ON,51787,metroland media group ltd.,"['oakville ,ON, Canada']"
2230,53365,Thursday,T,2019,oakville,the beaver,metroland media group ltd.,0,ON,53365,metroland media group ltd.,"['oakville ,ON, Canada']"
2231,72920,Monday,T,2013,toronto,the bulletin,community bulletin newspaper group,0,ON,72920,community bulletin newspaper group,"['toronto ,ON, Canada']"
2232,0,Thursday,T,2019,burford,the burford advance,david and emma johnston,1232,ON,1232,david and emma johnston,"['burford ,ON, Canada']"
2233,0,Wednesday,T,2014,burford,the burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
2234,0,Wednesday,T,2015,burford,the burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
2235,0,Wednesday,T,2016,burford,the burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
2236,0,Wednesday,T,2017,burford,the burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
2237,0,Wednesday,T,2018,burford,the burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
2238,0,Wednesday,T,2019,burford,the burford times,burford times,2000,ON,2000,burford times,"['burford ,ON, Canada']"
2239,19000,Thursday,T,2014,chatham,the chatham voice,ck media,0,ON,19000,ck media,"['chatham ,ON, Canada']"
2240,19401,Thursday,T,2015,chatham,the chatham voice,ck media,0,ON,19401,ck media,"['chatham ,ON, Canada']"
2241,19290,Thursday,T,2016,chatham,the chatham voice,ck media,0,ON,19290,ck media,"['chatham ,ON, Canada']"
2242,19300,Thursday,T,2017,chatham,the chatham voice,ck media,0,ON,19300,ck media,"['chatham ,ON, Canada']"
2243,19300,Thursday,T,2018,chatham,the chatham voice,ck media,0,ON,19300,ck media,"['chatham ,ON, Canada']"
2244,19300,Thursday,T,2019,chatham,the chatham voice,ck media,0,ON,19300,ck media,"['chatham ,ON, Canada']"
2245,2,Wednesday,B,2018,chesterville,the chesterville record,etcetera publications,1215,ON,1217,etcetera publications,"['chesterville ,ON, Canada']"
2246,2,Wednesday,B,2019,chesterville,the chesterville record,etcetera publications,1090,ON,1092,etcetera publications,"['chesterville ,ON, Canada']"
2247,45490,Thursday,T,2014,belleville&quinte,the community press,sun media corporation,0,ON,45490,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']"
2248,45939,Thursday,T,2015,belleville&quinte,the community press,sun media corporation,0,ON,45939,sun media corporation,"['belleville ,ON, Canada', 'quinte ,ON, Canada']"
2249,46391,Thursday,T,2016,belleville&quinte,the community press,sun media corporation,0,ON,46391,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']"
2250,46476,Thursday,T,2017,belleville&quinte,the community press,postmedia network inc.,0,ON,46476,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']"
2251,46476,Thursday,T,2018,belleville&quinte,the community press,postmedia network inc.,0,ON,46476,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']"
2252,46476,Thursday,T,2019,belleville&quinte,the community press,postmedia network inc.,0,ON,46476,postmedia network inc.,"['belleville ,ON, Canada', 'quinte ,ON, Canada']"
2253,5637,Thursday,T,2019,kapuskasing,the community press / la presse communautaire,la presse communautaire,0,ON,5637,la presse communautaire,"['kapuskasing ,ON, Canada']"
2254,10819,Thursday,T,2013,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,10819,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2255,11098,Thursday,T,2014,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11098,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2256,11509,Friday,T,2015,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11509,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2257,11441,Friday,T,2016,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11441,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2258,11584,Friday,T,2017,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11584,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2259,11569,Friday,T,2018,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11569,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2260,11565,Thursday,T,2019,collingwood&wasaga,the connection,metroland media group ltd.,0,ON,11565,metroland media group ltd.,"['collingwood ,ON, Canada', 'wasaga ,ON, Canada']"
2261,51383,Monday,T,2014,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']"
2262,51383,Monday,T,2015,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']"
2263,51383,Monday,T,2016,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']"
2264,51383,Monday,T,2017,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']"
2265,51383,Monday,T,2018,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']"
2266,51383,Monday,T,2019,toronto,the downtown bulletin,community bulletin newspaper group,0,ON,51383,community bulletin newspaper group,"['toronto ,ON, Canada']"
2267,0,Wednesday,T,2014,manitouwadge,the echo,manitouwadge echo,361,ON,361,manitouwadge echo,"['manitouwadge ,ON, Canada']"
2268,0,Wednesday,T,2015,manitouwadge,the echo,manitouwadge echo,341,ON,341,manitouwadge echo,"['manitouwadge ,ON, Canada']"
2269,20,Wednesday,T,2016,manitouwadge,the echo,manitouwadge echo,181,ON,201,manitouwadge echo,"['manitouwadge ,ON, Canada']"
2270,6684,Tuesday,T,2019,port%20stanley,the echo,mile maple publishing inc.,0,ON,6684,mile maple publishing inc.,"['port stanley ,ON, Canada']"
2271,10,Wednesday,B,2018,eganville,the eganville leader,eganville leader publishing ltd.,5713,ON,5723,eganville leader publishing ltd.,"['eganville ,ON, Canada']"
2272,135,Wednesday,B,2019,eganville,the eganville leader,eganville leader publishing ltd.,5316,ON,5451,eganville leader publishing ltd.,"['eganville ,ON, Canada']"
2273,17950,Thursday,B,2019,toronto,the epoch times english edition  toronto,epoch times media inc.,50,ON,18000,epoch times media inc.,"['toronto ,ON, Canada']"
2274,20660,Thursday,B,2013,midland,the free press,sun media corporation,0,ON,20660,sun media corporation,"['midland ,ON, Canada']"
2275,9166,Thursday,T,2013,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9166,the frontenac news,"['sharbot lake ,ON, Canada']"
2276,9210,Thursday,T,2014,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9210,the frontenac news,"['sharbot lake ,ON, Canada']"
2277,9159,Thursday,T,2015,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9159,the frontenac news,"['sharbot lake ,ON, Canada']"
2278,9135,Thursday,T,2016,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9135,the frontenac news,"['sharbot lake ,ON, Canada']"
2279,9274,Thursday,T,2017,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9274,the frontenac news,"['sharbot lake ,ON, Canada']"
2280,9274,Thursday,T,2018,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9274,the frontenac news,"['sharbot lake ,ON, Canada']"
2281,9274,Thursday,T,2019,sharbot%20lake,the frontenac news,the frontenac news,0,ON,9274,the frontenac news,"['sharbot lake ,ON, Canada']"
2282,0,Thursday,T,2014,parkhill,the gazette,hayter-walden publications inc.,890,ON,890,hayter-walden publications inc.,"['parkhill ,ON, Canada']"
2283,0,Thursday,T,2015,parkhill,the gazette,hayter-walden publications inc.,706,ON,706,hayter-walden publications inc.,"['parkhill ,ON, Canada']"
2284,0,Thursday,B,2018,haldimand,the haldimand press,haldimand advocate limited,3326,ON,3326,haldimand advocate limited,"['haldimand ,ON, Canada']"
2285,0,Thursday,B,2019,haldimand,the haldimand press,haldimand advocate limited,3056,ON,3056,haldimand advocate limited,"['haldimand ,ON, Canada']"
2286,0,Tuesday,T,2013,harrow,the harrow news,harrow news publishing co. inc.,1268,ON,1268,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2287,0,Tuesday,T,2014,harrow,the harrow news,harrow news publishing co. inc.,1288,ON,1288,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2288,3,Tuesday,T,2015,harrow,the harrow news,harrow news publishing co. inc.,1248,ON,1251,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2289,3,Tuesday,T,2016,harrow,the harrow news,harrow news publishing co. inc.,1221,ON,1224,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2290,3,Tuesday,T,2017,harrow,the harrow news,harrow news publishing co. inc.,1238,ON,1241,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2291,3,Tuesday,T,2018,harrow,the harrow news,harrow news publishing co. inc.,1238,ON,1241,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2292,3,Tuesday,T,2019,harrow,the harrow news,harrow news publishing co. inc.,1176,ON,1179,harrow news publishing co. inc.,"['harrow ,ON, Canada']"
2293,0,Wednesday,T,2018,thamesville,the herald,heather wright,594,ON,594,heather wright,"['thamesville ,ON, Canada']"
2294,0,Wednesday,T,2019,thamesville,the herald,heather wright,594,ON,594,heather wright,"['thamesville ,ON, Canada']"
2295,8104,Thursday,T,2015,haliburton,the highlander,maple key media,0,ON,8104,maple key media,"['haliburton ,ON, Canada']"
2296,8389,Thursday,T,2016,haliburton,the highlander,maple key media,0,ON,8389,maple key media,"['haliburton ,ON, Canada']"
2297,8062,Thursday,T,2017,haliburton,the highlander,the highlander newspaper limited,0,ON,8062,maple key media,"['haliburton ,ON, Canada']"
2298,8798,Thursday,T,2018,haliburton,the highlander,the highlander newspaper limited,0,ON,8798,the highlander newspaper limited,"['haliburton ,ON, Canada']"
2299,8798,Thursday,T,2019,haliburton,the highlander,the highlander newspaper limited,0,ON,8798,the highlander newspaper limited,"['haliburton ,ON, Canada']"
2300,7500,Monthly,T,2013,kenora,the holidayer,the holidayer,0,ON,7500,the holidayer,"['kenora ,ON, Canada']"
2301,7500,Monthly,T,2014,kenora,the holidayer,the holidayer,0,ON,7500,the holidayer,"['kenora ,ON, Canada']"
2302,7500,Monthly,T,2015,kenora,the holidayer,sun media corporation,0,ON,7500,the holidayer,"['kenora ,ON, Canada']"
2303,7500,Monthly,T,2016,kenora,the holidayer,sun media corporation,0,ON,7500,postmedia network inc.,"['kenora ,ON, Canada']"
