,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,AdvCircAllEds,NatlLineRateAllEds,SpotColourAllEds,ProcessColourAllEds,MarketAndNewspaper,_merge1,Removable,ADVCSD,ADVOwner,EDITION,FreeCirculation,Format,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,Daily,SwapNotInclude,Swap2017Affected,CSDs,first_year,equal_to_previous,FreeCircAllEds,PaidCircAllEds,TotalCircAllEds,EDITION2,_merge2,ID,ID2,EverPaidEDITION,EverFreeEDITION,EverPaid,EverFree,OpCross2017ID,OpCross2017ID2,FreeCirc_Cross17_ID2,PaidCirc_Cross17_ID2,Rate_Cross17_ID2,TotalCirc_Cross17_ID2,OpPost2017,CDs,postmedia,metroland,MetrolandOrPostmedia,Unnamed: 0,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population percentage change, 2011 to 2016",Age & Sex / Both sexes / Average age of the pnpulation ; Both sexes,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",NofID2,MeanMarketRate
164,ayr news,3204.0,0.77,118.0,412.0,6.0,294.0,1.0,2013-01-01,2012.0,1.0,Wednesday,3204.0,0.77,118.0,412.0,ayr news,both,,[nan],,Wednesday,0.0,B,ayr,ayr news,ayr news ltd.,3204.0,ON,3204.0,ayr news ltd.,"['ayr ,ON, Canada']","[(43.2855122, -80.4507012)]",,,,,,0.0,ayr,0.0,0.0,0,North Dumfries,2013.0,0.0,0.0,3204.0,3204.0,Wednesday,perfect_match,26,19,1,0,1,0,1,1,0,1,1,1,1,['Waterloo'],0,0,0,2288,3530004,35,ON,30,Waterloo,4,North Dumfries,9.231710397712375,2.341805806147327,3.711130063048756,10.71555046034839,7.438971592395862,1,0.77
559,chesterville record,1593.0,0.8,176.0,529.0,6.0,220.0,5.0,2013-01-01,2012.0,1.0,Wednesday,1593.0,0.8,176.0,529.0,chesterville record,both,,[nan],,Wednesday,0.0,B,chesterville,record,etcetera publications,1576.0,ON,1576.0,etcetera publications,"['chesterville ,ON, Canada']","[(45.1024266, -75.2289179)]",record,,,,,0.0,chesterville,0.0,0.0,0,North Dundas,2013.0,0.0,0.0,1576.0,1576.0,Wednesday,perfect_match,86,66,1,1,1,1,1,1,0,0,1,0,1,"['Stormont, Dundas and Glengarry']",0,0,0,2143,3501030,35,ON,1,"Stormont, Dundas and Glengarry",30,North Dundas,9.330697868639916,0.4054651081081644,3.7727609380946383,10.534280491349097,7.030857476116121,2,0.885
83,alexandria glengarry news,5229.0,0.85,206.0,694.0,8.0,295.0,7.0,2013-01-01,2012.0,1.0,Wednesday,5229.0,0.85,206.0,694.0,alexandria glengarry news,both,,[nan],,Wednesday,101.0,B,alexandria,glengarry news,glengarry news ltd.,5128.0,ON,5229.0,glengarry news ltd.,"['alexandria ,ON, Canada']","[(45.3112037, -74.6367573)]",,,,,,0.0,alexandria,0.0,0.0,0,North Glengarry,2013.0,0.0,101.0,5128.0,5229.0,Wednesday,perfect_match,11,9,1,1,1,1,1,1,1,1,1,1,1,"['Stormont, Dundas and Glengarry']",0,0,0,2145,3501050,35,ON,1,"Stormont, Dundas and Glengarry",50,North Glengarry,9.221280312014517,,3.8607297110405954,10.335042670404032,6.947937068614969,1,0.85
1362,kemptville advance,10391.0,0.8,335.0,1160.0,6.0,218.0,5.0,2013-01-01,2012.0,1.0,Thursday,10391.0,0.8,335.0,1160.0,kemptville advance,both,,[nan],,Thursday,9467.0,T,kemptville,kemptville advance,metroland media group ltd.,0.0,ON,9467.0,metroland media group ltd.,"['kemptville ,ON, Canada']","[(45.0154164, -75.644567)]",,,,,,0.0,kemptville,0.0,0.0,0,North Grenville,2013.0,0.0,9467.0,0.0,9467.0,Thursday,perfect_match,213,158,0,1,0,1,1,1,1,0,1,1,1,['Leeds and Grenville'],0,1,1,2167,3507065,35,ON,7,Leeds and Grenville,65,North Grenville,9.708202329350314,2.312535423847214,3.775057150354989,10.67111584990838,7.906915488678587,2,0.8
266,blyth brussels citizen,1844.0,0.39,71.0,235.0,9.0,210.0,3.0,2013-01-01,2012.0,1.0,Thursday,1844.0,0.39,71.0,235.0,blyth brussels citizen,both,,[nan],,Thursday,28.0,T,blyth&brussels,citizen,north huron publishing co. inc.,1792.0,ON,1820.0,north huron publishing co. inc.,"['blyth ,ON, Canada', 'brussels ,ON, Canada']","[(43.7365991, -81.4294024), (43.7433558, -81.2506263)]",citizen,,,,,0.0,blyth brussels,0.0,0.0,0,North Huron,2013.0,0.0,28.0,1792.0,1820.0,Thursday,perfect_match,43,34,1,1,1,1,1,1,1,1,1,1,1,"['Huron', 'Huron']",0,0,0,2361,3540055,35,ON,40,Huron,55,North Huron,8.503702601233739,0.6931471805599453,3.763522997109702,10.340774272967248,5.916202062607435,2,0.625
1584,middlesex banner,1349.0,0.79,144.0,475.0,5.0,217.0,4.0,2013-01-01,2012.0,1.0,Wednesday,1349.0,0.79,144.0,475.0,lucan ailsa craig ilderton middlesex banner,both,,[nan],,Wednesday,466.0,T,lucan&ailsa%20craig&ilderton,middlesex banner,banner publications,888.0,ON,1354.0,banner publications,"['lucan ,ON, Canada', 'ailsa craig ,ON, Canada', 'ilderton ,ON, Canada']","[(43.1878148, -81.4031356), (43.1471072, -81.5336236), (43.0812001, -81.3751432)]",,,,,,0.0,lucan ailsa craig ilderton,0.0,0.0,0,North Middlesex,2013.0,0.0,466.0,888.0,1354.0,Wednesday,perfect_match,252,188,1,1,1,1,1,1,1,1,1,1,1,"['Middlesex', 'Middlesex', 'Middlesex']",0,0,0,2351,3539041,35,ON,39,Middlesex,41,North Middlesex,8.756682421266532,,3.7495040759303713,10.47835782550502,6.415096959171596,2,0.8400000000000001
1530,listowel banner,2681.0,0.99,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Wednesday,2681.0,0.99,335.0,1160.0,listowel banner,both,,[nan],,Wednesday,0.0,T,listowel,listowel banner,metroland media group ltd.,2644.0,ON,2644.0,metroland media group ltd.,"['listowel ,ON, Canada']","[(43.731593, -80.952882)]",,,,,,0.0,listowel,0.0,0.0,0,North Perth,2013.0,0.0,0.0,2644.0,2644.0,Wednesday,perfect_match,245,181,1,1,1,1,1,1,1,1,1,1,1,['Perth'],0,1,1,2300,3531040,35,ON,31,Perth,40,North Perth,9.482731125859004,1.6094379124341003,3.711130063048756,10.4664121460461,6.80903930604298,2,1.075
496,campbellford northwest emc,11630.0,1.13,335.0,1160.0,6.0,218.0,5.0,2013-01-01,2012.0,1.0,Thursday,11630.0,1.13,335.0,1160.0,campbellford northwest emc,both,,[nan],,Thursday,11630.0,T,campbellford&northwest,campbellford northwest emc,metroland media group ltd.,0.0,ON,11630.0,metroland media group ltd.,"['campbellford ,ON, Canada', 'northwest ,ON, Canada']","[(44.3085912, -77.798084), (45.8946323, -81.6294098)]",,,,,,0.0,campbellford northwest,0.0,0.0,0,Northeastern Manitoulin and the Islands,2013.0,0.0,11630.0,0.0,11630.0,Thursday,perfect_match,74,56,0,1,0,1,0,0,0,0,0,0,0,"['Manitoulin', 'Northumberland']",0,1,1,2483,3551017,35,ON,51,Manitoulin,17,Northeastern Manitoulin and the Islands,7.905810312658931,0.1823215567939546,3.9080149840306073,10.367001418750867,5.993961427306569,1,1.13
3131,bruce peninsula press,2867.0,0.75,176.0,176.0,8.0,224.0,6.0,2013-01-01,2012.0,1.0,Monthly,2867.0,0.75,176.0,176.0,tobermory bruce peninsula press,both,,[nan],,Monthly,2252.0,T,tobermory,bruce peninsula press,tobermory press inc.,828.0,ON,3080.0,tobermory press inc.,"['tobermory ,ON, Canada']","[(45.234697049999994, -81.64304911238214)]",,,,,,0.0,tobermory,0.0,0.0,0,Northern Bruce Peninsula,2013.0,0.0,2252.0,828.0,3080.0,Tuesday,left_imperfect_match,525,404,1,1,1,1,1,1,0,0,1,0,1,['Bruce'],0,0,0,2373,3541069,35,ON,41,Bruce,69,Northern Bruce Peninsula,8.294049640102028,2.0541237336955462,4.021773869387265,10.356821765848482,6.470799503782602,1,0.75
2074,norwich gazette,876.0,0.71,176.0,529.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Wednesday,876.0,0.71,176.0,529.0,norwich gazette,both,,[nan],,Wednesday,0.0,T,norwich,gazette,sun media corporation,899.0,ON,899.0,sun media corporation,"['norwich ,ON, Canada']","[(42.987699, -80.59756)]",gazette,,,,,0.0,norwich,0.0,0.0,0,Norwich,2013.0,0.0,0.0,899.0,899.0,Wednesday,perfect_match,327,236,1,0,1,0,1,1,0,0,1,0,1,['Oxford'],1,0,1,2301,3532002,35,ON,32,Oxford,2,Norwich,9.305832353435404,1.2809338454620642,3.6375861597263857,10.434409878001242,6.573680166960646,1,0.71
2080,oakville beaver,51673.0,5.03,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Friday,50832.333333333336,5.03,335.0,1160.0,oakville beaver,both,,[nan],,Friday,50680.0,T,oakville,beaver,metroland media group ltd.,0.0,ON,50680.0,metroland media group ltd.,"['oakville ,ON, Canada']","[(43.447436, -79.666672)]",beaver,,,,,0.0,oakville,0.0,0.0,0,Oakville,2013.0,0.0,50684.0,0.0,50684.0,Friday,perfect_match,328,237,1,1,1,1,1,1,1,0,1,1,1,['Halton'],0,1,1,2263,3524001,35,ON,24,Halton,1,Oakville,12.174752242580812,1.9740810260220096,3.7062280924485496,10.649061135274449,11.079230621020361,2,3.865
2106,orangeville citizen,,0.88,59.0,235.0,8.0,276.0,6.0,2013-01-01,2011.0,2.0,Thursday,,0.88,59.0,235.0,orangeville citizen,both,,[nan],,Thursday,17675.0,B,orangeville,orangeville citizen,london publishing corporation,163.0,ON,17838.0,london publishing corporation,"['orangeville ,ON, Canada']","[(43.9193171, -80.0973754)]",,,,,,0.0,orangeville,0.0,0.0,0,Orangeville,2013.0,0.0,17675.0,163.0,17838.0,Thursday,perfect_match,333,240,1,1,1,1,1,1,0,0,1,0,1,['Dufferin'],0,0,0,2251,3522014,35,ON,22,Dufferin,14,Orangeville,10.27163147557801,1.4586150226995167,3.681351187693145,10.543787600548086,8.156510226079966,2,1.4125
2157,oshawa express,,1.81,112.0,347.0,8.0,195.0,6.0,2013-01-01,0.0,2013.0,Wednesday,,1.81,112.0,347.0,oshawa express,both,,[nan],,Wednesday,18000.0,T,oshawa,oshawa express,dowellman publishing corp,17000.0,ON,35000.0,dowellman publishing corp,"['oshawa ,ON, Canada']","[(43.8975558, -78.8635324)]",oshawa express,,,,,0.0,oshawa,0.0,0.0,0,Oshawa,2013.0,0.0,18000.0,17000.0,35000.0,Wednesday,pdrfect_match,340,246,1,1,1,1,1,1,0,0,1,0,1,['Durham'],0,0,0,2227,3518013,35,ON,18,Durham,13,Oshawa,11.97954211487164,2.028148247292285,3.735285826928092,10.419091740755093,9.785604511879411,2,1.81
2266,,,,,,,,,2019-01-01,,,,,,,,pembroke observer and news,,,[nan],,Thursday,7500.0,T,pembroke,observer and news,postmedia network inc.,0.0,ON,7500.0,postmedia network inc.,"['pembroke ,ON, Canada']","[(45.8209741, -77.1115433)]",observer and news,,,,,0.0,pembroke,0.0,0.0,0,Pembroke,2019.0,0.0,7500.0,0.0,7500.0,Thursday,right_only,366,268,0,1,0,1,0,0,0,0,0,0,0,['Renfrew'],1,0,1,2428,3547064,35,ON,47,Renfrew,64,Pembroke,9.538420349034803,,3.8416005411316,10.273187304197549,7.226936018493289,1,
1668,midland penetanguishene mirror,21369.0,2.88,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,21369.0,2.88,335.0,1160.0,midland penetanguishene the mirror,both,,[nan],,Thursday,21349.0,T,midland&%20penetanguishene,the mirror,metroland media group ltd.,5.0,ON,21354.0,metroland media group ltd.,"['midland ,ON, Can`da', ' penetanguishene ,ON, Canada']","[(44.750147, -79.885712), (44.7688035, -79.9339487)]",the mirror,,,,,0.0,midland  penetanguishene,0.0,0.0,0,Penetanguishene,2013.0,0.0,15721.0,2.5,15723.5,Thursday,perfect_match,264,198,1,1,1,1,1,1,1,0,1,1,1,"['Simcoe', 'Simcoe']",0,1,1,2402,3543072,35,ON,43,Simcoe,72,Penetanguishene,9.100860271357362,,3.8522730010223722,10.344609337852328,6.7464121285733745,2,2.88
2274,perth courier,11763.0,0.69,335.0,1160.0,6.0,218.0,5.0,2013-01-01,2012.0,1.0,Thursday,11763.0,0.69,335.0,1160.0,perth courier,both,,[nan],,Thursday,11930.0,T,perth,perth courier,metroland media group ltd.,0.0,ON,11930.0,metroland media group ltd.,"['perth ,ON, Canada']","[(43.4935991, -81.0164111)]",,,,,,0.0,perth,0.0,0.0,0,Perth East,2013.0,0.0,11930.0,0.0,11930.0,Thursday,perfect_match,368,270,0,1,0,1,1,1,1,0,1,1,1,['Perth'],0,1,1,2299,3531030,35,ON,31,Perth,30,Perth East,9.414260328322634,1.1314021114911006,3.6428355156125294,10.411930339600325,6.54534966033442,1,0.69
529,,,,,,,,,2013-01-01,,,,,,,,cfb petawawa post,,,[nan],,Wednesday,7700.0,T,cfb%20petawawa,post,department of national defence,0.0,ON,7700.0,department of national defence,"['cfb petawawa ,ON, Canada']","[(45.9146454, -77.285804)]",post,,,,,0.0,cfb petawawa,0.0,0.0,0,Petawawa,2013.0,0.0,7700.0,0.0,7700.0,Wednesday,right_only,79,61,0,1,0,1,0,0,0,0,0,0,0,['Renfrew'],0,0,0,2431,3547076,35,ON,47,Renfrew,76,Petawawa,9.751966744894887,2.1400661634962708,3.5263605246161616,10.827190744125737,7.611347717403621,1,
2302,petrolia lambton independent,6000.0,0.82,,,9.0,192.0,3,2014-01-01,2013.0,1.0,Thursday,6000.0,0.82,,,petrolia lambton the independent,both,,[nan],,Thursday,6100.0,T,petrolia&lambton,the independent,petrolia lambton independent,0.0,ON,6100.0,petrolia lambton independent,"['petrolia ,ON, Canada', 'lambton ,ON, Canada']","[(42.882002, -82.149582), (42.931219850000005, -82.40588922023943)]",,,,,,0.0,petrolia lambton,0.0,0.0,0,Petrolia,2014.0,0.0,6100.0,0.0,6100.0,Thursday,perfect_match,373,273,0,1,0,1,1,1,0,0,1,0,1,"['Lambton', 'Lambton']",0,0,0,2334,3538019,35,ON,38,Lambton,19,Petrolia,8.655737000864297,1.589235205116581,3.7796338173824005,10.468147738930524,6.302618975744905,2,0.7749999999999999
44,ajax pickering news advertiser,52723.0,4.52,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,52723.0,4.52,335.0,1160.0,ajax pickering news advertiser,both,,[nan],,Friday,52789.0,T,ajax&pickering,news advertiser,metroland media group ltd.,0.0,ON,52789.0,metroland media group ltd.,"['ajax ,ON, Canada', 'pickering ,ON, Canada']","[(43.8505287, -79.0208814), (43.835765, -79.090576)]",news advertiser,,,,,0.0,ajax pickering,0.0,0.0,0,Pickering,2013.0,0.0,53464.333333333336,0.0,53464.333333333336,Friday,right_imperfect_match,8,8,0,1,0,1,1,1,1,0,1,1,1,"['Durham', 'Durham']",0,1,1,2224,3518001,35,ON,18,Durham,1,Pickering,11.427062519190052,1.4816045409242156,3.7232808808312687,10.557556009861747,9.860632242229698,1,4.52
2379,prescott journal,1619.0,0.88,206.0,412.0,6.0,220.0,5.0,2013-01-01,2012.0,1.0,Wednesday,1619.0,0.88,206.0,412.0,prescott journal,both,,[nan],,Wednesday,140.0,B,prescott,prescott journal,the morris group,1434.0,ON,1574.0,the morris group,"['prescott ,ON, Canada']","[(44.7184132, -75.5191675)]",,,,,,0.0,prescott,0.0,0.0,0,Prescott,2013.0,0.0,140.0,1434.0,1574.0,Wednesday,perfect_match,385,285,1,1,1,1,1,1,1,1,1,1,1,['Leeds and Grenville'],0,0,0,2157,3507008,35,ON,7,Leeds and Grenville,8,Prescott,8.348301054933943,,3.8732821771117156,10.222704628596402,5.673323267171493,1,0.88
2322,picton county weekly news,11615.0,0.64,118.0,412.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Thursday,11615.0,0.64,118.0,412.0,picton county weekly news,both,,[nan],,Thursday,11529.0,T,picton,picton county weekly news,sun media corporation,0.0,ON,11529.0,sun media corporation,"['picton ,ON, Canada']","[(44.0077067, -77.1411741)]",,,,,,0.0,picton,0.0,0.0,0,Prince Edward County,2013.0,0.0,11529.0,0.0,11529.0,Thursday,perfect_match,376,276,0,1,0,1,1,1,0,0,1,0,1,['Prince Edward'],1,0,1,2203,3513020,35,ON,13,Prince Edward,20,Prince Edward County,10.116014951387148,,3.919991175077323,10.37766993860328,8.228443883004033,2,0.7150000000000001
2398,rainy river record,684.0,0.8,135.0,435.0,5.0,209.0,4.0,2013-01-01,2012.0,1.0,Tuesday,684.0,0.8,135.0,435.0,rainy river record,both,,[nan],,Tuesday,0.0,T,rainy%20river,rainy river record,fort frances times ltd.,691.0,ON,691.0,fort frances times ltd.,"['rainy river ,ON, Canada']","[(48.8208533, -92.6997993)]",,,,,,0.0,rainy river,0.0,0.0,0,Rainy River,2013.0,0.0,0.0,691.0,691.0,Tuesday,perfect_match,388,288,1,0,1,0,0,0,0,0,0,0,0,['Rainy River'],0,0,0,2638,3559042,35,ON,59,Rainy River,42,Rainy River,6.694562058521095,,3.8958936234982624,10.356376812879024,4.189654742026425,2,0.8
733,dryden observer,1727.0,1.68,,315.0,6.0,160.0,5.0,2018-01-01,2017.0,1.0,Wednesday,1727.0,1.68,,315.0,dryden observer,both,,[nan],,Wednesday,97.5,T,dryden&red%20lake,dryden observer,norwest printing & publishing group,2530.0,ON,2627.5,norwest printing & publishing group,"['dryden ,ON, Canada', 'red lake ,ON, Canada']","[(49.785698, -92.835846), (51.018838, -93.827362)]",dryden observer,,,,,0.0,dryden red lake,0.0,0.0,0,Red Lake,2013.0,0.0,97.5,2530.0,2627.5,Wednesday,perfect_match,112,82,1,1,1,1,1,1,1,1,1,1,1,"['Kenora', 'Kenora']",0,0,0,2665,3560042,35,ON,60,Kenora,42,Red Lake,8.32069157104845,,3.686376323895818,10.791666834249208,6.302618975744905,2,1.48
1917,nipigon red rock gazette,872.0,1.13,342.0,412.0,5.0,224.0,4.0,2013-01-01,2012.0,1.0,Tuesday,872.0,1.13,342.0,412.0,nipigon red rock gazette,both,,[nan],,Tuesday,0.0,T,nipigon&red%20rock,gazette,lakeshore community publishing ltd.,843.0,ON,843.0,lakeshore community publishing,"['nipigon ,ON, Canada', 'red rock ,ON, Canada']","[(49.0155918, -88.2610663), (48.9425393, -88.2592117)]",gazette,lakeshore community publishing ltd.,,,,0.0,nipigon red rock,0.0,0.0,0,Red Rock,2013.0,0.0,0.0,843.0,843.0,Tuesday,perfect_match,312,228,1,1,1,1,1,1,0,1,1,0,1,"['Thunder Bay', 'Thunder Bay']",0,0,0,2604,3558041,35,ON,58,Thunder Bay,41,Red Rock,6.79794041297493,,3.8066624897703196,10.493965038374695,4.110873864173311,1,1.13
2423,richmond hill thornhill liberal,83140.0,5.44,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,83140.0,5.44,335.0,1160.0,richmond hill thornhill the liberal,both,,[nan],,Saturday,49512.0,T,richmond%20hill&thornhill,the liberal,metroland media group ltd.,0.0,ON,49512.0,metroland media group ltd.,"['richmond hill ,ON, Canada', 'thornhill ,ON, Canada']","[(43.8801166, -79.4392925), (43.8161477, -79.4245925)]",the liberal,,,,,0.0,richmond hill thornhill,0.0,0.0,0,Richmond Hill,2013.0,0.0,65489.5,0.0,65489.5,Saturday,right_imperfect_match,392,292,0,1,0,1,0,1,1,0,1,1,0,"['York', 'York']",0,1,1,2235,3519038,35,ON,19,York,38,Richmond Hill,12.18087277930843,1.8082887711792655,3.7232808808312687,10.310251816375912,11.097500925967491,1,5.44
817,,,,,,,,,2013-01-01,,,,,,,,embrun news,,,[nan],,Monthly,0.0,T,embrun,news,le reflet,13376.0,ON,13376.0,le reflet,"['embrun ,ON, Canada']","[(45.2742012, -75.2749125)]",news,,,,,0.0,embrun,0.0,0.0,0,Russell,2013.0,0.0,0.0,13376.0,13376.0,Monthly,right_only,027,94,1,0,1,0,1,1,0,0,0,0,1,['Prescott and Russell'],0,0,0,2153,3502048,35,ON,2,Prescott and Russell,48,Russell,9.712387577930592,2.2300144001592104,3.6888794541139363,10.77826855345353,7.86940171257709,3,0.57
2464,sarnia journal,,1.35,,,9.0,192.0,3.0,2015-01-01,0.0,2015.0,Thursday,,1.35,,,sarnia journal,both,,[nan],,Thursday,30000.0,T,sarnia,sarnia journal,the sarnia journal,0.0,ON,30000.0,the sarnia journal,"['sarnia ,ON, Canada']","[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,0.0,0.0,0,Sarnia,2015.0,0.0,30000.0,0.0,30000.0,Thursday,perfect_match,399,297,0,1,0,1,1,1,0,0,1,0,1,['Lambton'],0,0,0,2336,3538030,35,ON,38,Lambton,30,Sarnia,11.178780518108107,,3.8044377947482086,10.429221493035238,9.16282938930513,3,1.42
2301,petrolia lambton independent,6000.0,0.82,,,9.0,192.0,3,2014-01-01,2013.0,1.0,Thursday,6000.0,0.82,,,petrolia lambton the independent,both,,[nan],,Thursday,6100.0,T,petrolia&lambton,the independent,petrolia lambton independent,0.0,ON,6100.0,petrolia lambton independent,"['petrolia ,ON, Canad`', 'lambton ,ON, Canada']","[(42.882002, -82.149582), (42.931219850000005, -82.40588922023943)]",,,,,,0.0,petrolia lambton,0.0,0.0,0,Sarnia 45,2014.0,0.0,6100.0,0.0,6100.0,Thursday,perfect_match,373,273,0,1,0,1,1,1,0,0,1,0,1,"['Lambton', 'Lambton']",0,0,0,2335,3538025,35,ON,38,Lambton,25,Sarnia 45,6.461468176353717,-0.2231435513142097,3.6635616461296463,9.859378912910065,3.258096538021482,1,0.82
2343,port elgin shoreline beacon,3371.0,0.84,147.0,147.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Tuesday,3371.0,0.84,147.0,147.0,port elgin shoreline beacon,both,,[nan],,Tuesday,177.0,B,port%20elgin,shoreline beacon,sun media corporation,3392.0,ON,3569.0,sun media corporation,"['port elgin ,ON, Canada']","[(44.4358826, -81.3889458)]",shoreline beacon,,,,,0.0,port elgin,0.0,0.0,0,Saugeen Shores,2013.0,0.0,177.0,3392.0,3569.0,Tuesday,perfect_match,379,279,1,1,1,1,1,1,0,1,1,1,1,['Bruce'],1,0,1,2368,3541045,35,ON,41,Bruce,45,Saugeen Shores,9.526318313582811,2.2300144001592104,3.8437441646748516,10.59770915569734,7.741099090035366,1,0.84
2478,sault ste. marie this week,30800.0,1.59,327.0,648.0,9.0,160.0,3.0,2013-01-01,2012.0,1.0,Wednesday,30800.0,1.59,327.0,648.0,sault ste. marie this week,both,,[nan],,Wednesday,30800.0,T,sault%20ste.%20marie,this week,sun media corporation,0.0,ON,30800.0,sun media corporation,"['sault ste. marie ,ON, Canada']","[(46.52391, -84.320068)]",this week,,,,,0.0,sault ste. marie,0.0,0.0,0,Sault Ste. Marie,2013.0,0.0,30800.0,0.0,30800.0,Wednesday,perfect_match,403,299,0,1,0,1,0,1,0,0,1,0,0,['Algoma'],1,0,1,2580,3557061,35,ON,57,Algoma,61,Sault Ste. Marie,11.203256782066294,,3.8199077165203406,10.409461425571095,9.266342562091468,1,1.59
2984,terrace bay schreiber news,352.0,1.13,212.0,412.0,5.0,224.0,4.0,2013-01-01,2012.0,1.0,Tuesday,352.0,1.13,212.0,412.0,terrace bay schreiber news,both,,[nan],,Tuesday,0.0,T,terrace%20bay&schreiber,news,lakeshore community publishing ltd.,362.0,ON,362.0,lakeshore community publishing,"['terrace bay ,ON, Canada', 'schreiber ,ON, Canada']","[(48.782437, -87.102356), (48.8114595, -87.2627416)]",news,lakeshore community publishing ltd.,,,,0.0,terrace bay schreiber,0.0,0.0,0,Schreiber,2013.0,0.0,0.0,362.0,362.0,Tuesday,perfect_match,493,381,1,1,1,1,1,1,0,1,1,0,1,"['Thunder Bay', 'Thunder Bay']",0,0,0,2606,3558051,35,ON,58,Thunder Bay,51,Schreiber,6.966024187106113,,3.8394523125933104,10.521938126192444,4.663439094112067,1,1.13
2350,port perry star,11608.0,1.87,335.0,1160.0,10.0,175.0,10.0,2013-01-01,2012.0,1.0,Thursday,11608.0,1.87,335.0,1160.0,port perry star,both,,[nan],,Thursday,11608.0,T,port%20perry,port perry star,metroland media group ltd.,0.0,ON,11608.0,metroland media group ltd.,"['port perry ,ON, Canada']","[(44.1054151, -78.9425076)]",,,,,,0.0,port perry,0.0,0.0,0,Scugog,2013.0,0.0,11608.0,0.0,11608.0,Thursday,perfect_match,380,280,0,1,0,1,1,1,0,0,1,0,1,['Durham'],0,1,1,2229,3518020,35,ON,18,Durham,20,Scugog,9.981281579976148,0.1823215567939546,3.817712325956905,10.57620240758158,8.082093278178382,3,1.545
1504,lakefield herald,1040.0,0.72,59.0,176.0,6.0,220.0,5.0,2013-01-01,2012.0,1.0,Friday,1040.0,0.72,59.0,176.0,lakefield herald,both,,[nan],,Friday,27.0,T,lakefield,lakefield herald,lakefield herald ltd.,985.0,ON,1012.0,lakefield herald ltd.,"['lakefield ,ON, Canada']","[(44.4233365, -78.2721953)]",,,,,,0.0,lakefield,0.0,0.0,0,Selwyn,2013.0,0.0,27.0,985.0,1012.0,Friday,perfect_match,240,176,1,1,1,1,1,1,1,1,1,1,1,['Peterborough'],0,0,0,2217,3515015,35,ON,15,Peterborough,15,Selwyn,9.74455043597491,0.8329091229351039,3.858622228701031,10.508322510373395,7.9483852851118995,1,0.72
2514,shelburne free press,1572.0,0.82,353.0,353.0,6.0,301.0,1.0,2013-01-01,2012.0,1.0,Thursday,1572.0,0.82,353.0,353.0,shelburne free press economist,both,,[nan],,Thursday,0.0,B,shelburne,shelburne free press  economist,london publishing corporation,1572.0,ON,1572.0,london publishing corporation,"['shelburne ,ON, Canada']","[(44.078473, -80.203431)]",shelburne free press & economist ,,,,,0.0,shelburne,0.0,0.0,0,Shelburne,2013.0,0.0,0.0,1572.0,1572.0,Thursday,perfect_match,408,303,1,0,1,0,1,1,0,0,1,0,1,['Dufferin'],0,0,0,2254,3522021,35,ON,22,Dufferin,21,Shelburne,9.002947130753205,3.6888794541139363,3.6454498961866,10.481644668462405,6.406879986069314,1,0.82
2531,sioux lookout bulletin,4500.0,0.92,206.0,479.0,6.0,215.0,5.0,2013-01-01,2012.0,1.0,Wednesday,4500.0,0.92,206.0,479.0,sioux lookout bulletin,both,,[nan],,Wednesday,4393.0,T,sioux%20lookout,sioux lookout bulletin,ontario inc.,66.0,ON,4459.0,ontario inc.,"['sioux lookout ,ON, Canada']","[(50.11345465, -92.19624322619077)]",sioux lookout bulletin,,,,,0.0,sioux lookout,0.0,0.0,0,Sioux Lookout,2013.0,0.0,4393.0,66.0,4459.0,Wednesday,perfect_match,411,305,1,1,1,1,1,1,1,0,1,1,1,['Kenora'],0,0,0,2664,3560034,35,ON,60,Kenora,34,Sioux Lookout,8.57035473953047,1.7404661748405046,3.6402142821326553,10.672993741194823,6.508769136971682,2,0.905
